,Name,Author,Version,Python: 2.7,Python: 3.5,Python: 3.6,Python: 3.7,Python: 3.8,Django: 1.11,Django: 2.0,Django: 2.1,Django: 2.2
337,django-require,Dave Hall,1.0.11,True,False,False,False,False,False,False,False,False
338,pkgconfig,Matthias Vogelgesang,1.5.1,True,True,True,True,False,False,False,False,False
339,jinja2-pluralize,Audrey Roy Greenfeld,0.3.0,True,True,False,False,False,False,False,False,False
340,m2r,Hiroyuki Takagi,0.2.1,True,True,True,False,False,False,False,False,False
341,django-ratelimit,James Socol,2.0.0,True,True,True,False,False,True,True,True,False
342,safe-lxml,UNKNOWN,1.0,False,False,False,False,False,False,False,False,False
343,snowballstemmer,Snowball Developers,2.0.0,True,True,True,True,False,False,False,False,False
344,scandir,Ben Hoyt,1.10.0,True,True,True,True,False,False,False,False,False
345,nltk,Steven Bird,3.4.5,True,True,True,True,False,False,False,False,False
346,functools32,None,3.2.3.post2,False,False,False,False,False,False,False,False,False
347,XModule,UNKNOWN,0.1.2,False,False,False,False,False,False,False,False,False
348,edx-celeryutils,edX,0.3.1,True,True,False,False,False,True,True,True,True
349,markey,Christopher Grebs,0.8,True,False,False,False,False,False,False,False,False
350,pymongo,Mike Dirolf,2.9.1,True,True,False,False,False,False,False,False,False
351,Open-edX,UNKNOWN,0.11,False,False,False,False,False,False,False,False,False
352,fs,Will McGugan,2.0.18,True,True,True,False,False,False,False,False,False
353,entrypoints,Thomas Kluyver,0.3,False,False,False,False,False,False,False,False,False
354,xblock-drag-and-drop-v2,UNKNOWN,2.2.6,False,False,False,False,False,False,False,False,False
355,python-swiftclient,OpenStack,3.8.1,True,False,True,True,False,False,False,False,False
356,libsass,Hong Minhee,0.10.0,True,False,False,False,False,False,False,False,False
357,Sphinx,Georg Brandl,1.8.5,True,True,True,False,False,False,False,False,False
358,slumber,Samuel Giles,0.7.1,False,False,False,False,False,False,False,False,False
359,edx-analytics-data-api-client,UNKNOWN,0.15.3,False,False,False,False,False,False,False,False,False
360,edx-oauth2-provider,edX,1.3.1,True,False,True,False,False,False,False,False,False
361,pyuca,James Tauber,1.1,True,False,False,False,False,False,False,False,False
